title	predicted	actual	threshold_pred
Universality probability	0.08893784708528893	1.0	False
Reachability problem	0.14606860194942275	1.0	False
New literacies	0.02825819600615539	1.0	False
.sch (file extension)	0.11204895565811766	1.0	False
Lebedev Institute of Precision Mechanics and Computer Engineering	0.1268890848425313	1.0	False
Parallel Processing Letters	0.0839008424693581	1.0	False
Small-bias sample space	0.057247424009391895	1.0	False
Semigroup action	0.03816850799462499	1.0	False
Software prototyping	0.07352932991504281	1.0	False
Chung Kwei (algorithm)	0.03281327004943515	1.0	False
Mahaney's theorem	0.06485793398872715	1.0	False
Category:Operating system criticisms	0.019083525265610506	1.0	False
Score bug	0.019530078800377992	1.0	False
Category:ASP.NET	0.03250635519064332	1.0	False
Computational particle physics	0.05250566259947548	1.0	False
Category:Mathematics of computing	0.012081143556236433	1.0	False
E2open	0.012691557745170386	1.0	False
HEC-1	0.10952789476989852	1.0	False
Journal of Interconnection Networks	0.07842686607537037	1.0	False
Category:Hacking in the 1980s	0.03973580401028564	1.0	False
Category:Video game development	0.006754900551211016	1.0	False
Irish Universities Association	0.13434541208684236	1.0	False
Four Horsemen of the Infocalypse	0.0202841783909585	1.0	False
Molly Holzschlag	0.07954517130618569	1.0	False
National Coding Week	0.14951823586369478	1.0	False
DIT School of Electrical & Electronic Engineering	0.0049857699296415	1.0	False
Category:Political software	0.07676746941950059	1.0	False
Learning relationship management	0.06723408891276643	1.0	False
Signal averaging	0.06329458569714408	1.0	False
SEMAT	0.0530703969498222	1.0	False
Artificial chemistry	0.0010336405621771657	1.0	False
UAV Outback Challenge	0.06250844382286817	1.0	False
Category:MSX	0.02900986967322264	1.0	False
Yoshua Bengio	0.11859276138967216	1.0	False
Category:Graph drawing	0.0066712321392702265	1.0	False
Category:Vaporware	0.053797948798002364	1.0	False
Kinemation	0.038019929301895364	1.0	False
Reproducing kernel particle method	0.1457449610710911	1.0	False
Cultural analytics	0.09893409834737138	1.0	False
2D Z-transform	0.07013669195564703	1.0	False
Category:Software industry in India	0.07718443698450854	1.0	False
Computational immunology	0.040749880135697324	1.0	False
Banded waveguide synthesis	0.013222013398920552	1.0	False
Anti-circumvention	0.014211763615202476	1.0	False
Epsilon transition	0.1327049257336332	1.0	False
Oracle Unified Method	0.10215376789767637	1.0	False
Feature complete	0.08663479419413853	1.0	False
Computer booking system	0.04974413220768864	1.0	False
Richards controller	0.10944105983295742	1.0	False
Line fitting	0.03296074427822262	1.0	False
File:BCIAwardWinner2014.jpg	0.037751723356101496	1.0	False
Gašper Tkačik	0.006479490383478892	1.0	False
Category:The Benjamin Franklin Medal in Computer and Cognitive Science laureates	0.10576218699705392	1.0	False
Černy conjecture	0.06612553707884802	1.0	False
Horizons: Software Starter Pack	0.08686160442179933	1.0	False
Kuchu Collective	0.1325950188340277	1.0	False
Category:Dpkg	0.037751723356101496	1.0	False
Reflection lines	0.05928796349122529	1.0	False
Enterprise legal management	0.11095522236378542	1.0	False
Plane wave expansion method	0.06627176100309332	1.0	False
Computational sustainability	0.019508615753370356	1.0	False
Time-domain harmonic scaling	0.06571573579774945	1.0	False
File:Opencast-software-logo.svg	0.037751723356101496	1.0	False
Tony Almeida	0.10890176239017245	1.0	False
Render layers	0.08322246235663286	1.0	False
Hennessy–Milner logic	0.11986097803230815	1.0	False
Category:Internet properties by year of establishment	0.01589584379422798	1.0	False
Dynamic epistemic logic	0.01575599193529372	1.0	False
Fritz John conditions	0.14341903458542526	1.0	False
File:Sick Sad Life.jpg	0.11026274523992244	1.0	False
Category:Virtual babies	0.054329732541162475	1.0	False
Category:Virtual pets	0.026854529539680067	1.0	False
Generalized Environmental Modeling System for Surfacewaters	0.004398295782120037	1.0	False
Tardiness (scheduling)	0.05012832519285359	1.0	False
Category:Screenshots of Netscape software	0.09113190522280863	1.0	False
Randy Pausch	0.13423918565979195	1.0	False
Advanced process control	0.016524601118701198	1.0	False
Neil J. Gunther	0.09403272444226297	1.0	False
History of Gandalf Technologies	0.035266769143697405	1.0	False
International Journal of Computational Geometry and Applications	0.14632064026828678	1.0	False
Garmin BaseCamp	0.10357319696563266	1.0	False
Contract Net Protocol	0.04733001581949568	1.0	False
Arithmetic IF	0.09792028088244059	1.0	False
Sri Lanka Software Testing Board	0.0912506651616648	1.0	False
Aurora (novel)	0.018666575948103892	1.0	False
Theoi Project	0.001221729991438778	1.0	False
Stefan Burr	0.08343825562304663	1.0	False
Book:Computer Networking	0.03298825524558503	1.0	False
Digital on-screen graphic	0.0924896235594063	1.0	False
Post open source	0.13977974699133378	1.0	False
Category:Portable software	0.07793054887204855	1.0	False
Darkforest	0.02143990445581841	1.0	False
SPIN (software process)	0.1439465697796007	1.0	False
ESRB re-rating of The Elder Scrolls IV: Oblivion	0.1148767587760983	1.0	False
Features of Skype	0.14482476751933562	1.0	False
Category:Singularitarianism	0.05768305028226101	1.0	False
Liu Jiren	0.07026936971708826	1.0	False
Spike-triggered covariance	0.13536412794356034	1.0	False
Artificially Expanded Genetic Information System	0.06393630502250867	1.0	False
CR Rao Advanced Institute of Mathematics, Statistics and Computer Science	0.14153695372247027	1.0	False
Applicative functor	0.08597853465980754	1.0	False
Category:Diversity in computing	0.037751723356101496	1.0	False
Category:Algorithmic information theory	0.0343633490025887	1.0	False
Category:Parsing algorithms	0.12142411684147021	1.0	False
Category:Analysis of algorithms	0.12142411684147021	1.0	False
Computers and writing	0.06865893831312718	1.0	False
International Journal of Wavelets, Multiresolution and Information Processing	0.06425963467978357	1.0	False
Computer experiment	0.10655652525269113	1.0	False
