title	predicted	actual	threshold_pred
American Megafauna	0.003648643858091538	0.0	False
List of cities by population density	0.002794402675970824	0.0	False
Category:Aircraft operations	0.09775196501063946	0.0	False
Muriel Bristol	0.008195814495513997	0.0	False
Rationality	0.013225300306296464	0.0	False
Skepticism	0.003438412547121334	0.0	False
TROPI	0.004739524151330202	0.0	False
Original intent	0.002535818733807215	0.0	False
Category:1978 in biology	0.002594947177994827	0.0	False
Johns Hopkins Center for Health Security	0.07645256944171822	0.0	False
Center for Philosophy of Science	0.10362093722702173	0.0	False
Heterolysis (biology)	0.0027693440956256007	0.0	False
Silvio Bedini	0.004867271166662042	0.0	False
Antarctic Impulse Transient Antenna	0.007835939872713847	0.0	False
Variational properties	0.01098093338302171	0.0	False
Open-question argument	0.009139394371383005	0.0	False
Public produce	0.001802016112553459	0.0	False
Formosan clouded leopard	0.01243136951391303	0.0	False
Karl Spencer Lashley Award	0.12021653937682208	0.0	False
Howison Lectures in Philosophy	0.002759689950580359	0.0	False
Category:Philosophy award winners	0.009991200432806333	0.0	False
Particulate pollution	0.00021158428442797768	0.0	False
Category:1968 in aviation	0.004119163723457659	0.0	False
Vitello	0.0006852094056980827	0.0	False
Vladimir Arnold	2.0567815703345555e-05	0.0	False
Novel world method	0.02224926030965589	0.0	False
Berlinische Monatsschrift	0.01369088434814928	0.0	False
Theology of religions	0.0008353604868001125	0.0	False
Category:Marine Life templates	0.005432087629268555	0.0	False
H. H. Bloomer Award	0.006567444608882545	0.0	False
Category:Hatred	0.037821381371111296	0.0	False
Plant tolerance to herbivory	0.00024402824918679362	0.0	False
Category:Reproduction in animals	0.03227313679463395	0.0	False
Richard Boyd	0.041973585402433684	0.0	False
Necrotaxis	0.0017695167082550543	0.0	False
Category:Authoritarianism	0.037821381371111296	0.0	False
Lactivicin	0.0054830175559337285	0.0	False
S2242	0.13894229294811494	0.0	False
Boarding pass	0.01690379445727481	0.0	False
Category:Determinists	0.06354807158139938	0.0	False
Ethnographic realism	0.01987075165822509	0.0	False
Claims to the first powered flight	0.006309132473805299	0.0	False
FAIRE-Seq	0.020117740752825193	0.0	False
A23187	0.0015801002556405713	0.0	False
Glossary of botanical terms	3.9952640642438065e-05	0.0	False
Category:Medicine in society	0.01093736938067121	0.0	False
Old Bold Pilots Association	0.003037496332469235	0.0	False
Global resources dividend	0.017137488859589503	0.0	False
Incontinence (philosophy)	0.0008379923293773153	0.0	False
Portal:Neuroscience	0.15708194479778984	0.0	False
Conserved name	0.012307162782173002	0.0	False
Cytoplasmic determinant	0.013115536412244196	0.0	False
Sulfentrazone	0.000843816198426652	0.0	False
Sulfide intrusion	2.1472721805046313e-05	0.0	False
Isidium	0.019184344640644186	0.0	False
Book:World War II flying aces	0.03795079604855244	0.0	False
Category:2009 in biotechnology	0.003035066560831899	0.0	False
Template:Pyranoanthocyanidins	0.0021793294918029454	0.0	False
Jnana	0.007350196082758002	0.0	False
Bonapartism	0.0001506879005306626	0.0	False
Truth-bearer	0.01883842663916002	0.0	False
Variecolol	0.0005216733789935024	0.0	False
Aircraft registration	0.004036431699084763	0.0	False
Bite the bullet	0.0030456455601588126	0.0	False
Category:Microbiology literature	0.005103387552983467	0.0	False
Template:Pollination	0.037821381371111296	0.0	False
Category:Antimicrobials	0.037821381371111296	0.0	False
Tony Milligan	0.05285250765286088	0.0	False
Category:Wikipedia books on ecology	0.0014761715355613779	0.0	False
SKYbrary	0.004481502462543783	0.0	False
Swaraj	0.004978274669832827	0.0	False
Anthropological theories of value	0.006608154046937915	0.0	False
Panzootic	0.0019725280378241144	0.0	False
The Culture of Nakedness and the Nakedness of Culture	0.00024536444822286283	0.0	False
Manca	0.02298917598519309	0.0	False
Ferguson v. NTSB	0.0005873481867764828	0.0	False
Hedonism	0.00021817228923832417	0.0	False
Template:Gene	0.005075065161674809	0.0	False
Benedict Gross	0.0019052151305173689	0.0	False
Acaricide	0.0017553442099964684	0.0	False
Immobilized whole cell	0.004732152003625438	0.0	False
Category:1877 in the environment	0.02866333777031297	0.0	False
Book:Evolutionary psychology	0.02794095723334188	0.0	False
Mutual liberty	0.022588309250744624	0.0	False
Category:Biological evolution	0.026639294099259005	0.0	False
Agriculturalism	0.0003985455787316701	0.0	False
Category:1851 in the environment	0.02866333777031297	0.0	False
Effector-triggered immunity	0.09510034951969261	0.0	False
Resurrection	0.0018706147798809324	0.0	False
Category:Missing aircraft	0.013982737717819108	0.0	False
Category:Earth	0.037821381371111296	0.0	False
Present day Mars habitability analogue environments on Earth	6.596640181096445e-05	0.0	False
Category:Happiness	0.010778230369621424	0.0	False
The Paradoxes of Mr. Pond	0.00012396663830988462	0.0	False
Category:Environmental studies scholars	0.011541455492517725	0.0	False
Chee Soo	0.0015008120460314471	0.0	False
Territory (animal)	0.008414496561327074	0.0	False
Category:Evolution of tetrapods	0.037821381371111296	0.0	False
Category:Aviation in Lesotho	0.037821381371111296	0.0	False
Medically unexplained physical symptoms	0.0004315089225892775	0.0	False
Category:Medieval philosophy	0.0005080560937231954	0.0	False
Flux balance analysis	0.025304219561102233	0.0	False
Squamulose lichen	0.01447681198057735	0.0	False
Template:Missouri Plants	0.000405578384753467	0.0	False
Conflict of interest	0.015306063449882673	0.0	False
Category:Autoimmune diseases	0.08325621768572072	0.0	False
Embryo	0.001865471872051828	0.0	False
Testing effect	0.019901644423525714	0.0	False
Black-ray goby	0.00069501982563505	0.0	False
Category:Serology templates	0.005718967450635267	0.0	False
Ioannis Kigalas	0.0021879138656195653	0.0	False
The Sunset Limited (film)	0.0023846991824277948	0.0	False
History of the creation–evolution controversy	0.0006456812120383992	0.0	False
Meta-ontology	0.05861184194009661	0.0	False
Gladiolin	0.022147803046110606	0.0	False
Ursula Klein	4.336864302915956e-05	0.0	False
Gliding motility	0.0009399355777315966	0.0	False
Category:Horse landraces	0.037821381371111296	0.0	False
Category:Law and literature	0.005103387552983467	0.0	False
Category:1898 in biology	0.002594947177994827	0.0	False
2012 Carterton hot air balloon crash	0.0022519021981435776	0.0	False
Category:Unmanned blimps of China	0.09983772693977802	0.0	False
Noël O'Sullivan	0.008808088077593482	0.0	False
Category:2007 health disasters	0.015522700397325749	0.0	False
Index of ancient philosophy articles	0.003324335690456416	0.0	False
Template:Opisthokont protists	0.03227313679463395	0.0	False
Phoresis	0.0012633385672100818	0.0	False
Category:Aircraft industry	0.0020661799249807058	0.0	False
Sediment-dwelling organism	0.009812139400285485	0.0	False
MTT assay	0.0019559363636128904	0.0	False
Isobaric tag for relative and absolute quantitation	0.0009484561533522688	0.0	False
Habeas corpus	0.0035802098555522493	0.0	False
Hydrosis	0.008533625381198291	0.0	False
Emulation theory of representation	0.04423636067301473	0.0	False
List of Y-DNA single-nucleotide polymorphisms	0.032277517466453	0.0	False
OWLS	0.010355286030620617	0.0	False
Cell growth	0.011569705126105254	0.0	False
Category:Theory of medicine	0.013814689932923402	0.0	False
American Airways Hangar and Administration Building	0.0015595515521394238	0.0	False
Category:17th-century biologists	0.005639540851074151	0.0	False
Aircraft flight manual	0.003300292198634777	0.0	False
Neoplatonism and Christianity	0.00022099466365546863	0.0	False
Biocommunication (science)	0.00011929779642816716	0.0	False
Category:People in environment	0.02866333777031297	0.0	False
Emerging technologies	0.1241597496529682	0.0	False
Bioculture	0.003408265682149707	0.0	False
Creative Evolution (book)	0.0017621596029195148	0.0	False
Aerodynamic Park	0.0035258741380337633	0.0	False
Aviation in World War II	0.0001315641756185262	0.0	False
Microbiomes of the built environment	0.005734036478957963	0.0	False
Category:Years in philosophy	0.0005080560937231954	0.0	False
Cosmological argument	0.0013848943577306713	0.0	False
Self-disorder	0.0011367977253771673	0.0	False
Filosofický časopis	0.020954639053755778	0.0	False
Phagocytosis	0.0013962714451434427	0.0	False
Air Freight Security	0.12223654361244256	0.0	False
1862 in birding and ornithology	0.0008693642156180289	0.0	False
Vietnamese crocodile lizard	0.013458948031636922	0.0	False
Dorsiventral	0.0042136722475547	0.0	False
Category:Bosnia and Herzegovina philosophers	0.004846021061996583	0.0	False
Spiegelman's Monster	0.009787202922299846	0.0	False
Template:Animalbirth	0.008809717910274873	0.0	False
Category:Biotechnologists	0.037821381371111296	0.0	False
1866 in birding and ornithology	0.0043801249307077236	0.0	False
Tetraethyl dithiopyrophosphate	7.5520672947399835e-06	0.0	False
Intersex	0.0005450872406966618	0.0	False
Template:TopicTOC-Biology	0.009426600201478064	0.0	False
Category:1893 in the environment	0.02866333777031297	0.0	False
The Flight Across the Ocean	0.0020710704360069896	0.0	False
Island Air (Cayman Islands)	0.004286662805807784	0.0	False
Template:Marinebio	0.0994355605177556	0.0	False
Huff 'n' Puff	0.015189872015784941	0.0	False
Molecular-weight size marker	0.0015232076234589181	0.0	False
15th FAI World Rally Flying Championship	0.020113005718867857	0.0	False
Thalassogen	0.000297513248496215	0.0	False
Elexis Sinclaire	0.01102073215866909	0.0	False
Communicative action	0.007618398005526496	0.0	False
1936 in philosophy	0.00165015286527466	0.0	False
Membrane potential	0.008490259205122168	0.0	False
Obesity	0.00010243266035984252	0.0	False
Category:Foresters	0.037821381371111296	0.0	False
Category:Lists of philosophers	0.004846021061996583	0.0	False
Template:Tropism	0.0009439843565797533	0.0	False
Tree box filter	0.01606781934255668	0.0	False
Logic and dialectic	0.1635272975777671	0.0	False
Obstetrical dilemma	0.0015505301683893804	0.0	False
