title	predicted	actual	threshold_pred
Artificial chemistry	0.0010333768333081641	1.0	False
Theoi Project	0.0012216503551134234	1.0	False
Dual norm	0.0025882054894902982	1.0	False
Hardware architect	0.0026876046201701593	1.0	False
Landscape design software	0.002827089255695421	1.0	False
Chatterbox Challenge	0.0036155963170452147	1.0	False
Transcriptor	0.003835867931003237	1.0	False
Epistemic modal logic	0.003941468652517619	1.0	False
Generalized Environmental Modeling System for Surfacewaters	0.004396073491410339	1.0	False
DIT School of Electrical & Electronic Engineering	0.004980035094075379	1.0	False
Santa Claus machine	0.005448143440306639	1.0	False
Gašper Tkačik	0.006482295450806733	1.0	False
Category:Graph drawing	0.006672410397198808	1.0	False
Category:Video game development	0.006750011418018172	1.0	False
Dolinar receiver	0.008496392382551062	1.0	False
S-procedure	0.008810724398551382	1.0	False
Lori McCreary	0.009968083533995559	1.0	False
Category:Mathematics of computing	0.012105654467217812	1.0	False
E2open	0.012702997852262877	1.0	False
Banded waveguide synthesis	0.013213101755461828	1.0	False
Anti-circumvention	0.014207042114099996	1.0	False
Categorical logic	0.015362453843848309	1.0	False
Dynamic epistemic logic	0.015758440540364096	1.0	False
Category:Internet properties by year of establishment	0.01590068106871461	1.0	False
Advanced process control	0.016501868210153973	1.0	False
Microfit	0.016838285123896034	1.0	False
Mycoplasma laboratorium	0.016900852596674745	1.0	False
Computer Dreams	0.017679639391579616	1.0	False
Aurora (novel)	0.01867801926399593	1.0	False
Category:Operating system criticisms	0.019115008703822847	1.0	False
Computer Model Railroad Interface	0.01913279639585698	1.0	False
Computational sustainability	0.019504833907566004	1.0	False
Score bug	0.01952810627345456	1.0	False
Four Horsemen of the Infocalypse	0.02026144605907642	1.0	False
International Journal of Creative Computing	0.02044965809056892	1.0	False
Darkforest	0.021464853900383624	1.0	False
Franz Alt (mathematician)	0.022606735999385303	1.0	False
International Journal of Software Engineering and Knowledge Engineering	0.023135133297823712	1.0	False
Category:Internet by country	0.024112535592078512	1.0	False
CHI Academy	0.02678095928801605	1.0	False
Category:Virtual pets	0.026885915604702663	1.0	False
K-regular sequence	0.027090753191113103	1.0	False
New literacies	0.028251253314939568	1.0	False
Category:MSX	0.029005317669143257	1.0	False
Benji Dunn	0.02911705127604725	1.0	False
Book:Software testing	0.03187348794524194	1.0	False
Category:ASP.NET	0.032492214705389016	1.0	False
Chung Kwei (algorithm)	0.03282601924207093	1.0	False
Book:Computer Networking	0.032962625691393466	1.0	False
Line fitting	0.033023067354614265	1.0	False
Network Centric Product Support	0.03372458750771875	1.0	False
Category:Algorithmic information theory	0.034397339579808686	1.0	False
