title	predicted	actual	threshold_pred
DAYDREAMER	0.20005178656929	0.0	True
Oracle Unified Method	0.20008356457313686	0.0	True
Manycore processor	0.2000904245918619	0.0	True
ACM Transactions on Information Systems	0.2001609405663926	0.0	True
Category:Computer science education by country	0.20025558028579024	0.0	True
Donald D. Chamberlin	0.20034546600443426	0.0	True
Scientific essentialism	0.2005770680263529	0.0	True
Programming Language Design and Implementation	0.20058872080602608	0.0	True
Juliana Freire	0.2006445524443836	0.0	True
Open-question argument	0.20069031772089133	0.0	True
Delimiter	0.20079757857904412	0.0	True
Nikil Dutt	0.20081670430427145	0.0	True
Memory disambiguation	0.200963281968141	0.0	True
Learning relationship management	0.201063202356258	0.0	True
Category:Artificial life models	0.2010684909031225	0.0	True
Classification of the sciences (Peirce)	0.20107656464884865	0.0	True
Objet petit a	0.2011035298617661	0.0	True
Category:Computer science institutes in the Netherlands	0.20113383021456555	0.0	True
Category:Genetics education	0.20113781819155271	0.0	True
Eretrian school	0.20115171435845725	0.0	True
Leon Shklar	0.20124121362688546	0.0	True
Category:Biology-themed board games	0.20127746407904354	0.0	True
RegexBuddy	0.20130180067422013	0.0	True
Active defense	0.20131980992566656	0.0	True
Himetric	0.20137984098459533	0.0	True
Category:Finnish computer programmers	0.2015120142289092	0.0	True
Category:Croatian computer programmers	0.2015120142289092	0.0	True
Category:Irish computer programmers	0.2015120142289092	0.0	True
Category:Australian computer programmers	0.2015120142289092	0.0	True
Category:Sri Lankan computer programmers	0.2015120142289092	0.0	True
Category:Canadian computer programmers	0.2015120142289092	0.0	True
Category:Hungarian computer programmers	0.2015120142289092	0.0	True
Category:British computer programmers	0.2015120142289092	0.0	True
Category:Belgian computer programmers	0.2015120142289092	0.0	True
Category:Iranian computer programmers	0.2015120142289092	0.0	True
Category:Russian computer programmers	0.2015120142289092	0.0	True
Category:Chinese computer programmers	0.2015120142289092	0.0	True
Category:Swiss computer programmers	0.2015120142289092	0.0	True
Category:Polish computer programmers	0.2015120142289092	0.0	True
Category:Estonian computer programmers	0.2015120142289092	0.0	True
Category:American computer programmers	0.2015120142289092	0.0	True
Category:Austrian computer programmers	0.2015120142289092	0.0	True
Category:Italian computer programmers	0.2015120142289092	0.0	True
Category:Danish computer programmers	0.2015120142289092	0.0	True
Category:Pakistani computer programmers	0.2015120142289092	0.0	True
Category:Israeli computer programmers	0.2015120142289092	0.0	True
Category:Indian computer programmers	0.2015120142289092	0.0	True
Category:Singaporean computer programmers	0.2015120142289092	0.0	True
Category:English computer programmers	0.2015120142289092	0.0	True
Category:Kazakhstani computer programmers	0.2015120142289092	0.0	True
Category:German computer programmers	0.2015120142289092	0.0	True
Category:Welsh computer programmers	0.2015120142289092	0.0	True
Category:French computer programmers	0.2015120142289092	0.0	True
Category:Syrian computer programmers	0.2015120142289092	0.0	True
Category:Nigerian computer programmers	0.2015120142289092	0.0	True
Category:Taiwanese computer programmers	0.2015120142289092	0.0	True
Category:Japanese computer programmers	0.2015120142289092	0.0	True
Single instruction, multiple threads	0.20154727803575967	0.0	True
Direct repeat	0.20154901166216435	0.0	True
Template:Taxonomic links	0.20166414861084095	0.0	True
Masaru Kitsuregawa	0.20187101779034206	0.0	True
Texture filtering	0.20216117417276705	0.0	True
Eurocrypt	0.20220152620049708	0.0	True
Dining philosophers problem	0.20236903546942756	0.0	True
Immunodiffusion	0.2024051595963039	0.0	True
David De Roure	0.20259077873895856	0.0	True
IEEE John von Neumann Medal	0.2026269693508453	0.0	True
Category:Deterministic global optimization	0.20268803893969592	0.0	True
Substring index	0.2027192723264397	0.0	True
Category:Computer science institutes in Denmark	0.2027348958837661	0.0	True
Anderson's rule (computer science)	0.20276490326738972	0.0	True
HADES (software)	0.20279324627785053	0.0	True
Enchanting (programming language)	0.20298230996803468	0.0	True
Collaborative human interpreter	0.20298561623854575	0.0	True
Spatial database	0.20299464750642887	0.0	True
Sally Floyd	0.20302587007782374	0.0	True
List of discrete event simulation software	0.2030334843196835	0.0	True
Applied Maths	0.20306446048817606	0.0	True
Category:IBM mainframe software	0.20309996561169494	0.0	True
Antiphilosophy	0.2031399442367388	0.0	True
Lattice Boltzmann methods	0.20318406036329298	0.0	True
Onward!	0.20319590943023202	0.0	True
Spike-timing-dependent plasticity	0.203204919680446	0.0	True
Connection string	0.2032258154894912	0.0	True
Lydia Kavraki	0.20325481716841404	0.0	True
Category:Computer science institutes in Canada	0.2032665707266657	0.0	True
Derivative code	0.20328123404722664	0.0	True
Cyber self-defense	0.20328982810027024	0.0	True
Anticausal system	0.20331516322370374	0.0	True
Paula Bonta	0.2034501313083867	0.0	True
Category:Computer systems researchers	0.2034607862808532	0.0	True
Joseph Zachary	0.20351403242078026	0.0	True
Kodu Game Lab	0.2036163525036861	0.0	True
Constructive empiricism	0.20370573719679225	0.0	True
IJCAI Award for Research Excellence	0.2037409948409893	0.0	True
Continuous gusts	0.20377042110258275	0.0	True
Performance Evaluation	0.20401542716826374	0.0	True
Patrick J. Miller	0.2040597212531838	0.0	True
Category:Association for Computing Machinery conferences	0.20412705558421051	0.0	True
Involution (philosophy)	0.20422382363979155	0.0	True
Michele Bruniges	0.2042486335639407	0.0	True
Journal of Multimedia	0.20428059323808487	0.0	True
Category:Anthropic principle	0.2043902090935212	0.0	True
Delaunay tessellation field estimator	0.20451041619808788	0.0	True
List of display servers	0.20453130208293724	0.0	True
Alan W. Black	0.2046586738276464	0.0	True
Index of analytic philosophy articles	0.20475385762299486	0.0	True
Information visualization reference model	0.20478528918530026	0.0	True
Shared memory	0.20488614796800425	0.0	True
Journal of Artificial Intelligence Research	0.20493300423528585	0.0	True
Formal ontology	0.20508016037756852	0.0	True
Category:Computer science in South Korea	0.2051771916182	0.0	True
Conference on Innovative Data Systems Research	0.20527714228553304	0.0	True
Project Houdini	0.2054179049480233	0.0	True
Rajesh K. Gupta	0.2054581876392957	0.0	True
Category:Computer science institutes in Norway	0.2055355553133715	0.0	True
Bob Sproull	0.2055820965846333	0.0	True
Category:Database researchers	0.20568410595656655	0.0	True
Cynthia Solomon	0.2057162540644762	0.0	True
Category:Aviation ministers	0.2058446939490341	0.0	True
Parallel I/O	0.20588467615684186	0.0	True
Category:Anatomical simulation	0.2059145573132591	0.0	True
W. Bruce Croft	0.2060576838302369	0.0	True
GraphQL	0.20605898113760127	0.0	True
Human-based computation	0.206095731058614	0.0	True
Category:Software type stubs	0.20611607041415075	0.0	True
Identity-based security	0.2061244024934761	0.0	True
Category:OCaml software	0.2061621258499544	0.0	True
Conda (package manager)	0.2061743186630121	0.0	True
AN/SPN-46(V)2	0.20624142299420944	0.0	True
Category:Environmentalist stubs	0.206295295890233	0.0	True
Channelizer	0.2063661253072759	0.0	True
Byzantine fault tolerance	0.20643344186054394	0.0	True
Ramesh Sitaraman	0.2064723937208752	0.0	True
Template:Taxonomic references	0.2065469795967292	0.0	True
Category:Ludwig Wittgenstein	0.20656016523864676	0.0	True
Category:Redirects from airline codes	0.2066924174981672	0.0	True
ACM Transactions on Database Systems	0.20671818411789705	0.0	True
Surajit Chaudhuri	0.20691023739433703	0.0	True
African-American women in computer science	0.20725479644518013	0.0	True
Christine L. Borgman	0.20733268541941566	0.0	True
Ron Pinter	0.20738420554767245	0.0	True
William Wulf	0.20742050687583632	0.0	True
Apache Continuum	0.2074251106165456	0.0	True
Spectral centroid	0.20743109122482686	0.0	True
IFIP Working Group 2.1	0.20746855550860616	0.0	True
Eric Brewer (scientist)	0.20754923740113654	0.0	True
Ken Birman	0.20757570555852906	0.0	True
Veronica Dahl	0.2076314049330668	0.0	True
Adaptive compression	0.20766078128775056	0.0	True
Caret (software)	0.2076676680786214	0.0	True
Government and binding theory	0.20767343509453245	0.0	True
Dual pipelining	0.20774248665887135	0.0	True
TOOLS conference series	0.2077516085204274	0.0	True
Daphne Koller	0.2078299432266811	0.0	True
AI Memo	0.2078958313602024	0.0	True
Prefuse	0.20793981347983934	0.0	True
Faultless disagreement	0.20794158652606196	0.0	True
Computer programming in the punched card era	0.2079751641101595	0.0	True
Computational lexicology	0.20805603181392487	0.0	True
Category:Computer science institutes in China	0.2081230101342392	0.0	True
Category:Gödel Prize laureates	0.20815025368483805	0.0	True
Category:Dijkstra Prize laureates	0.20815025368483805	0.0	True
Category:Knuth Prize laureates	0.20815025368483805	0.0	True
Category:Nevanlinna Prize laureates	0.20815025368483805	0.0	True
Category:Haskell software	0.20816331396428014	0.0	True
Vincent C. Müller	0.20822809188667976	0.0	True
List of settlements in Wiltshire by population	0.20826049799371135	0.0	True
Template:Marine Algae of California	0.2082891263837867	0.0	True
Apache Jena	0.2083701377688627	0.0	True
Noise-predictive maximum-likelihood detection	0.20853662865957215	0.0	True
Verificationism	0.20861270859145328	0.0	True
International Journal of Computational Intelligence and Applications	0.20866535333700392	0.0	True
PLOT3D file format	0.20878140149608596	0.0	True
Template:EATCS Award laureates	0.20883492200807727	0.0	True
Large eddy simulation	0.20884716951148508	0.0	True
Critical rationalism	0.2088724874269555	0.0	True
Constructional system	0.20900245641200466	0.0	True
Category:Computer-related introductions in 2012	0.2090419218971631	0.0	True
Category:New Zealand computer scientists	0.2090729275806668	0.0	True
Geoffrey Brennan	0.20909070780101516	0.0	True
Sebastian Schaffert	0.20913578331483265	0.0	True
File:WordQ speakQ.jpg	0.20920128153235745	0.0	True
Martha Evens	0.20924110730961468	0.0	True
Foundations and Trends in Theoretical Computer Science	0.2092720739279937	0.0	True
List of critical theorists	0.20927270991306984	0.0	True
The Logic of Life	0.20943583948445801	0.0	True
Category:Philosophical societies	0.20956115975646866	0.0	True
Category:Medicine in society	0.20956115975646866	0.0	True
Category:Biology societies	0.20956115975646866	0.0	True
Category:Botanical societies	0.20956115975646866	0.0	True
Category:Wikipedia categories named after airlines	0.2096506625432272	0.0	True
Intuition (Bergson)	0.20969602221163708	0.0	True
Category:Regular expressions	0.2098543382264537	0.0	True
Roman Yampolskiy	0.2100605738114852	0.0	True
Specialization (logic)	0.2102332372362411	0.0	True
Category:Electromagnetic simulation software	0.2102444461357216	0.0	True
Adele Goldberg (computer scientist)	0.21037014994661427	0.0	True
Chunking (psychology)	0.2104247988346057	0.0	True
Social problem-solving	0.21044920641931245	0.0	True
Reflection lines	0.21055413774349	0.0	True
International Conference on Formal Techniques for Networked and Distributed Systems	0.2105896634539259	0.0	True
Category:Fossil taxa by year of formal description	0.21076329825415824	0.0	True
Category:Taxa by year of formal description	0.21076329825415824	0.0	True
Bernd Bruegge	0.21082286644971096	0.0	True
Human-based evolutionary computation	0.21093483096956386	0.0	True
E (text editor)	0.2109364474682188	0.0	True
Category:Semiotics	0.21101535704663246	0.0	True
European Computer Science Summit	0.21130733909774688	0.0	True
Transport triggered architecture	0.21132877895203975	0.0	True
ACM Transactions on Applied Perception	0.21149280476748614	0.0	True
Self-reference	0.21151502976483388	0.0	True
Neuron (software)	0.2115266396071623	0.0	True
Michael J. Flynn	0.2115464115318024	0.0	True
Category:Abstract data types	0.2116396826213328	0.0	True
Jean Nicod Prize	0.21166020830621535	0.0	True
Category:Video game programmers by nationality	0.21166246344289	0.0	True
International Conference on Machine Learning	0.21169422661711226	0.0	True
Demarcation problem	0.21173597457024115	0.0	True
Directory-based coherence	0.21181121674625134	0.0	True
Anselmo Lastra	0.21184260046926487	0.0	True
Category:Henry David Thoreau	0.2118673626881816	0.0	True
Moravec's paradox	0.2119184863418391	0.0	True
Natural language	0.21213565116686267	0.0	True
École des technologies numériques appliquées	0.21221338759401245	0.0	True
International Conference on Dependable Systems and Networks	0.21245008389725756	0.0	True
Hamdan Dammag	0.21247310119918933	0.0	True
Peter G. Neumann	0.21248142743931972	0.0	True
Richard P. Gabriel	0.21262904695879573	0.0	True
Category:Social computing researchers	0.2127752535487248	0.0	True
Gerris (software)	0.21309634315234627	0.0	True
Information visualization	0.2131375039256462	0.0	True
Signal averaging	0.21323003540792934	0.0	True
Belief–desire–intention model	0.21340934210266502	0.0	True
Autonomous Agents and Multi-Agent Systems	0.21347251048535845	0.0	True
Anant Agarwal	0.2134910556042424	0.0	True
International Conference on Intelligent Tutoring Systems	0.21355366064753967	0.0	True
Internet/Intranet Input Method Framework	0.21357021334412324	0.0	True
Phasor approach to fluorescence lifetime and spectral imaging	0.2135745003822571	0.0	True
Category:Atari ST software	0.21362409828509832	0.0	True
Journal of Graphics Tools	0.21363023378644985	0.0	True
Computational criminology	0.21363596752177266	0.0	True
Boss key	0.21375479650453544	0.0	True
Complex and Adaptive Systems Laboratory	0.21377046957343546	0.0	True
Thomas A. Scott Fellowship in Hygiene	0.21379677765730565	0.0	True
List of RISC OS bundled applications	0.21380067180140014	0.0	True
Book:Naming convention (programming)	0.21383928464058996	0.0	True
Natural Language Engineering	0.21389785261976715	0.0	True
Category:Finite automata	0.2139352714209597	0.0	True
Thiophanate-methyl	0.21402401108534955	0.0	True
Irene Greif	0.21406767681859395	0.0	True
Category:Microsoft Edge	0.21408765077225286	0.0	True
Action selection	0.2141190339606671	0.0	True
Scene statistics	0.2141248140884968	0.0	True
List of ACM-W chapters	0.21414542078723287	0.0	True
Astroinformatics	0.2142114039319332	0.0	True
Process theory of composition	0.21425621219604335	0.0	True
Cache hierarchy	0.21429284788265374	0.0	True
Jen Golbeck	0.21463353815490413	0.0	True
Inference attack	0.2147182358497054	0.0	True
Category:Digital history projects	0.2149138811223024	0.0	True
AQUA@home	0.2149356042088557	0.0	True
Category:Association for the Advancement of Artificial Intelligence	0.2151282565783529	0.0	True
James D. Hollan	0.21526933896939285	0.0	True
École nationale supérieure d'informatique et de mathématiques appliquées de Grenoble	0.21529126339743887	0.0	True
TECO (text editor)	0.2152999275512696	0.0	True
Diagnosis (artificial intelligence)	0.2153402422521888	0.0	True
Applications of artificial intelligence to legal informatics	0.2153765504082727	0.0	True
